"SITE_ID","Met_Var","Season","Slope","pvalue","Met_Var_Median","Npts","PearsonR","SpearmanR","RMSE","Slope_SE"
"CZ-RAJ","P_detrend","Spring",-0.313256024116257,0.527256857761623,164.424,8,-0.264161424049204,-0.0952380952380952,55.9509116566435,0.466924811252733
"CZ-Stn","P_detrend","Spring",-0.0760168185627151,0.841881865089147,148.867,10,-0.0726650485842001,0.00606060606060606,58.000670097397,0.368883735597821
"CZ-wet","P_detrend","Spring",-0.0649614740727241,0.846663393600605,131.627,13,-0.0595905133824771,-0.0769230769230769,34.9823217222255,0.328102797285268
"DE-Gri","P_detrend","Spring",-0.41731558232509,0.424011383134266,190.683,16,-0.214953927843843,-0.252941176470588,108.901675200294,0.506737069253946
"DE-Hai","P_detrend","Spring",-0.296408142382108,0.176650132449823,175.024,21,-0.306455811800057,-0.279220779220779,54.6334977208539,0.211217500094447
"DE-HoH","P_detrend","Spring",-0.422345152939972,0.623226631664976,110.609,5,-0.300503118137313,-0.3,19.0422501292449,0.773938576899438
"DE-Hte","P_detrend","Spring",-0.628475941444939,0.145349396610482,113.279,7,-0.610543123413792,-0.428571428571428,21.4614751950959,0.36458867819308
"DE-Hzd","P_detrend","Spring",-0.570255041660511,0.381869573735017,134.112,8,-0.359425081849576,-0.142857142857143,61.0408475381386,0.604432394467731
"DE-Lnf","P_detrend","Spring",-0.472882770847332,0.270037734667898,100.51,7,-0.484928268876373,-0.642857142857143,43.5677665862292,0.381397271606313
"DE-Obe","P_detrend","Spring",-0.72164472966933,0.0517777385022277,213.2465,12,-0.572404649445546,-0.622377622377623,51.904322299187,0.326903024204598
"DE-RuR","P_detrend","Spring",0.448594170693912,0.406197769690952,170.679,9,0.316794056407398,0.05,76.0010414932108,0.507647588680253
"DE-RuW","P_detrend","Spring",0.18717531936291,0.618573516492087,172.097,8,0.209474565122542,0.285714285714286,63.1023198550627,0.356695765674316
"DE-Tha","P_detrend","Spring",-0.348915904172732,0.265329224053131,184.283,23,-0.242290413734042,-0.221343873517787,61.7698359094084,0.304886254285636
"DK-Sor","P_detrend","Spring",-0.295974875198181,0.476783352169638,144.248,24,-0.152520370651463,-0.0443478260869565,81.1522901567041,0.408888214349026
"ES-Abr","P_detrend","Spring",2.02991975412718,0.0331308031243423,154.61,5,0.907814145158122,0.9,52.7303866358467,0.541404016055866
"ES-Agu","P_detrend","Spring",1.40708356562583,0.146571593926381,76.108,11,0.468014365367308,0.654545454545455,60.4775697462177,0.885634563857329
"ES-LJu","P_detrend","Spring",0.0177068795360037,0.757104143156869,145.388,15,0.0872763844714351,0.246428571428571,22.6337096133416,0.0560548546965962
"ES-LM1","P_detrend","Spring",0.461621237010553,0.0603313357809043,160.077,7,0.734064489776711,0.857142857142857,42.5406020999441,0.190979763490582
"ES-LM2","P_detrend","Spring",0.237115402612509,0.392116611858723,154.718,7,0.386222297519534,0.75,54.2053921441815,0.253255808288497
"FI-Hyy","P_detrend","Spring",0.063562939778971,0.631704806869173,-1.56319401867222e-13,22,0.108208620289525,0.0479954827780915,21.0101524360939,0.130577850332124
"FI-Let","P_detrend","Spring",0.301129455316241,0.498584404937547,96.854,11,0.228800849551038,0.2,70.8283229399666,0.42706932039004
"FI-Sod","P_detrend","Spring",-0.185585450136218,0.228610538456131,103.099,13,-0.358804673938888,-0.384615384615385,9.88162138689407,0.145567083337251
"FI-Var","P_detrend","Spring",2.36313643275245,0.0340180956386984,98.067,5,0.906159472248615,0.7,11.2911158808913,0.636793131531912
"FR-Bil","P_detrend","Spring",-0.0740496783373935,0.808535794166938,229.448,6,-0.128347564529157,0.0285714285714286,51.6667828106775,0.286087360253567
"FR-FBn","P_detrend","Spring",-0.0993022375493199,0.597316292179316,148.376,11,-0.17955025875291,-0.0636363636363636,40.1071300871773,0.181357683841903
"FR-Fon","P_detrend","Spring",-0.697232084868067,0.155722443005035,167.449,15,-0.38563553961535,-0.464285714285714,104.454632768612,0.462664509144763
"FR-Hes","P_detrend","Spring",-0.709133758441035,0.237924653299644,185.613,7,-0.514023876083993,-0.392857142857143,78.8527571589067,0.529216887981402
"FR-Pue","P_detrend","Spring",0.144305097517865,0.419755209338683,199.878,14,0.234467637114916,0.353846153846154,59.5184240241886,0.172714887839291
"IL-Yat","P_detrend","Spring",0.580005544212062,0.134983828809923,44.3865,20,0.346087696326098,0.366917293233083,55.4387533017448,0.370600639265743
"IT-Col","P_detrend","Spring",0.0886411870854676,0.545852389474687,299.628,10,0.217628024309692,0.0424242424242424,45.7516658822597,0.140552867716699
"IT-Cpz","P_detrend","Spring",0.0382888765331047,0.922319703490732,155.533,9,0.0381775666552444,0.0166666666666667,85.1449379248249,0.378790109478171
"IT-Lav","P_detrend","Spring",-0.186665389027717,0.148023557620456,247.934,17,-0.366408847478864,-0.208333333333333,53.9750251168646,0.122390329272437
"IT-Lsn","P_detrend","Spring",-0.231519818368389,0.47778899838926,235.332,5,-0.423132828716113,-0.6,58.2390813604932,0.286227564489666
"IT-MBo","P_detrend","Spring",-0.21774306759181,0.200011887241328,260.7405,16,-0.338273235219278,-0.314705882352941,78.6262082220942,0.161891642316718
"IT-Noe","P_detrend","Spring",-0.393890785578417,0.594079157672832,142.5945,10,-0.192544732359709,-0.284848484848485,75.167045988432,0.709734246244697
"IT-Ren","P_detrend","Spring",-0.287136154995622,0.337996433908478,212.543,21,-0.219974846533911,-0.162337662337662,75.7550227248315,0.29212437665011
"IT-Ro1","P_detrend","Spring",0.327490379250607,0.421868703623617,210.116,7,0.364216108847406,0.464285714285714,64.9765130498386,0.374499067371022
"IT-Ro2","P_detrend","Spring",-0.0832154981844355,0.776979405550909,172.689,9,-0.110596078441748,-0.0666666666666667,53.7239376600519,0.282646139107416
"IT-SR2","P_detrend","Spring",-0.159270389245562,0.0424685288433739,196.435,8,-0.723560747735439,-0.5,19.3697196721637,0.0620293984705035
"IT-SRo","P_detrend","Spring",0.639342186927166,0.111216292634918,192.605,14,0.444581491933879,0.287912087912088,97.3186902558884,0.371854085396829
"IT-Tor","P_detrend","Spring",-0.350058944621331,0.0502494261107579,236.862,11,-0.601551806792556,-0.681818181818182,39.1336891450859,0.154954186949857
"NL-Hor","P_detrend","Spring",-0.727249349464675,0.593594002336454,190.76,7,-0.246843995004508,-0.321428571428571,129.963868392354,1.27680420193521
"NL-Loo","P_detrend","Spring",-0.296995276531987,0.363597198191025,-6.82121026329696e-13,21,-0.208847541392816,-0.184415584415584,60.5739309277859,0.319050354556881
"RU-Fy2","P_detrend","Spring",-1.52638018869257,0.0597096905286236,151.189,5,-0.862837234523309,-0.9,29.4547076525478,0.516272255217886
"RU-Fyo","P_detrend","Spring",-0.099183110393346,0.650724505660564,103.6085,20,-0.107889859717701,-0.0932330827067669,42.8703073692022,0.215416206844768
"SE-Deg","P_detrend","Spring",-0.25048618984836,0.0503169694381085,73.882,20,-0.443215911783644,-0.454135338345865,12.5427812359675,0.119410152408313
"SE-Htm","P_detrend","Spring",0.347033570889182,0.346452174186152,101.272,6,0.470393132934966,-0.0857142857142857,39.5196872542055,0.325517286862905
"SE-Nor","P_detrend","Spring",1.23251437111854,0.0875912212021964,114.458,7,0.687889679974743,0.821428571428571,26.3619813463687,0.581586462657106
"SE-Ros","P_detrend","Spring",0.426504859864481,0.188704151650961,109.2425,6,0.620498244835873,0.828571428571429,18.0259385060932,0.26951603446744
"SE-Svb","P_detrend","Spring",0.0674154653520041,0.860927964759113,93.543,6,0.0929826592080468,0.257142857142857,29.2591909512734,0.36094581402557
"US-Bar","P_detrend","Spring",-0.0862239866808769,0.617070059938799,292.105,13,-0.153299042772896,-0.28021978021978,41.5999007592282,0.167582360989968
"US-Blo","P_detrend","Spring",-0.0298723232292148,0.826884912740679,323.0325,8,-0.092860494009563,-0.30952380952381,74.7813289558906,0.130762070553407
"US-Dk2","P_detrend","Spring",-0.167995005034407,0.225007375782357,214.315,7,-0.526236893626666,-0.535714285714286,31.1901223722604,0.1214008330921
"US-Dk3","P_detrend","Spring",-0.543261006086486,0.235839861769625,200.6695,6,-0.571737245108854,-0.0285714285714286,91.0778155250099,0.389786845715128
"US-Fmf","P_detrend","Spring",0.272023423693384,0.300613867530413,78.82,5,0.584543042884278,0.8,16.402318265383,0.217993837902778
"US-Fuf","P_detrend","Spring",-0.34016478518183,0.703530334561974,82.632,5,-0.235028797229644,-0.6,42.5142712685983,0.812210747837465
"US-GLE","P_detrend","Spring",-0.302628251727918,0.0480455415444344,400.5565,8,-0.710945114467719,-0.80952380952381,26.1857618702748,0.122209780951476
"US-Ha1","P_detrend","Spring",-0.163436538076609,0.440810398800848,297.889,21,-0.177745694492967,-0.309090909090909,68.955207382396,0.207587933237921
"US-Ho1","P_detrend","Spring",1.37943106540647,0.383030881044301,208.49,7,0.393073798716065,0.357142857142857,123.72887145601,1.44309828161981
"US-IB2","P_detrend","Spring",-0.0124198410688009,0.968324676007069,297.21,7,-0.0186615552743738,-0.107142857142857,37.2512045425818,0.297582621472112
"US-KFS","P_detrend","Spring",0.119973690809914,0.771154698240985,183.289,9,0.11354707039215,0.366666666666667,67.0556896705581,0.396773990706664
"US-Los","P_detrend","Spring",-0.045491418732187,0.536147472030947,254.011,7,-0.284618354917071,-0.285714285714286,18.8998856364901,0.0685231837383793
"US-Me2","P_detrend","Spring",-0.443170387478711,0.450512178908448,109.7535,12,-0.240997955939674,-0.216783216783217,88.9566951059733,0.564370597718671
"US-Me3","P_detrend","Spring",-0.112220362318606,0.778589212884885,80.217,6,-0.148703266405066,-0.314285714285714,28.58727479051,0.373134644637234
"US-MMS","P_detrend","Spring",-0.100549477437993,0.525349944489912,300.432,19,-0.155365168395152,-0.114035087719298,58.7209971846484,0.15505858837023
"US-Mpj","P_detrend","Spring",1.4038917309231,0.0145602602901732,41.892,9,0.773082164233175,0.783333333333333,35.846830681022,0.435369187355312
"US-NR1","P_detrend","Spring",-0.305729773186445,0.00996622735885378,233.338,15,-0.641365206305982,-0.5,28.1923403920935,0.101435385505819
"US-Oho","P_detrend","Spring",-0.155669407733184,0.609626888673243,201.586,10,-0.184621467350832,-0.0787878787878788,52.037631460923,0.292985088217431
"US-PFa","P_detrend","Spring",0.0371179505452611,0.833999040083376,170.4385,18,0.0531805468601614,0.0918472652218782,46.8162692609896,0.17424334471102
"US-Prr","P_detrend","Spring",0.481682794276577,0.639627302096959,40.954,6,0.245160124703859,0.0857142857142857,24.7440304798501,0.952404247469426
"US-Seg","P_detrend","Spring",0.564639633642518,0.562691758887974,24.329,11,0.196418881033645,0.3,48.9478466398078,0.939557498501029
"US-Ses","P_detrend","Spring",0.678164442796314,0.395735031103941,26.18,11,0.284932811313651,0.263636363636364,36.495421430787,0.760474983932649
"US-SRC","P_detrend","Spring",1.0513749414541,0.533596449763579,19.708,6,0.322071906733783,0.714285714285714,39.3307279078724,1.54523357454152
"US-SRG","P_detrend","Spring",-0.05435746696229,0.949841541356393,25.018,10,-0.0229416519179344,0.115151515151515,32.4946954103251,0.837481480341044
"US-SRM","P_detrend","Spring",1.00482888263586,0.221839578787053,22.83,11,0.400814534171948,0.545454545454545,27.4195216173692,0.765593695602549
"US-Syv","P_detrend","Spring",-0.172421107993874,0.0119886395406329,146.953,6,-0.909215436993559,-0.771428571428571,9.9730767224592,0.0394754516419502
"US-Ton","P_detrend","Spring",0.157725809722674,0.34478923861575,166.665,13,0.285267125683302,0.313186813186813,60.8945136883094,0.159780315924409
"US-Tw1","P_detrend","Spring",0.376473947460287,0.141030106320377,121.619,6,0.675298104762523,0.714285714285714,30.2109883761188,0.205588047315528
"US-Uaf","P_detrend","Spring",0.836657709987376,0.120503865191955,24.783,13,0.452521001145819,0.483516483516484,24.875777536558,0.497115927458957
"US-UMB","P_detrend","Spring",-0.9540248267439,0.0330871335532203,144.879,11,-0.642308676261804,-0.572727272727273,41.8037449672709,0.379468936334975
"US-UMd","P_detrend","Spring",-0.65664918636182,0.0791344601123427,191.4475,10,-0.579494080744643,-0.309090909090909,40.7620409200817,0.326500966259657
"US-Var","P_detrend","Spring",0.353409594423512,0.240514038473589,148.6805,14,0.335778327840926,0.358241758241758,118.572877152188,0.286192842356719
"US-Vcp","P_detrend","Spring",0.82882714590028,0.00671875731353971,72.728,11,0.759297951229203,0.809090909090909,29.9743507150286,0.236777306497298
"US-WCr","P_detrend","Spring",-0.188901715856189,0.249409448770762,222.6835,12,-0.360681041161756,-0.48951048951049,39.3760330791123,0.154471920740358
"US-Whs","P_detrend","Spring",1.13341588681114,0.506214563933299,12.431,7,0.304826051538668,0.535714285714286,25.1087837647629,1.58370856974614
"US-Wjs","P_detrend","Spring",2.11844132783953,0.0177858963097482,47.8285,10,0.72451835931267,0.660606060606061,44.8014859859442,0.712528587422916
"US-Wkg","P_detrend","Spring",1.12104570715283,0.238313065406057,15.423,10,0.410778335791495,0.575757575757576,28.4954450036355,0.879710021759261
"AT-Neu","P_detrend","Summer",0.245124779446615,0.838172859429175,3.97903932025656e-13,11,0.069904190642438,0,135.244878210998,1.16600130777841
"BE-Bra","P_detrend","Summer",0.0938462827202514,0.776338616478816,240.947,19,0.0698371939407862,0.0912280701754386,82.8332069836895,0.325120357665294
"BE-Dor","P_detrend","Summer",-0.181947837693315,0.659752588244008,165.207,9,-0.17114084170774,-0.133333333333333,51.6794465879441,0.395903324468864
"BE-Vie","P_detrend","Summer",-0.163924768980968,0.47880329051963,228.882,23,-0.15544296149766,-0.125494071146245,73.6571957014013,0.227327836951228
"CA-Ca1","P_detrend","Summer",0.403792135136561,0.148109374688395,118.783,7,0.607285880590034,0.642857142857143,26.4650592964077,0.23624601547194
"CA-Ca2","P_detrend","Summer",-2.37425869332203,0.286464474372438,115.315,6,-0.523517175062254,-0.657142857142857,173.614536705859,1.93203241997924
"CA-Ca3","P_detrend","Summer",2.46789809089582,0.0134947261999056,109.857,9,0.778306044937666,0.716666666666667,73.193552227911,0.75250255101426
"CA-Cbo","P_detrend","Summer",0.657222414097107,0.390249736464293,248.932,14,0.24920063736917,0.279120879120879,124.744520329232,0.737310876932564
"CA-Gro","P_detrend","Summer",0.486473342438115,0.276809593348366,232.4955,10,0.381411899854839,0.43030303030303,69.860374682622,0.416852290117957
"CA-Man","P_detrend","Summer",0.164383968202328,0.450998103274371,159.439,11,0.25402360306922,0.127272727272727,28.5156269980995,0.208631332646978
"CA-Oas","P_detrend","Summer",0.073684726526251,0.832115508213864,240.5165,14,0.0624214143338058,-0.032967032967033,87.1720051006194,0.340099110467799
"CA-Obs","P_detrend","Summer",0.191758764374779,0.175562624083478,226.993,11,0.440080121828597,0.4,20.9360930475148,0.130424291600661
"CA-Qfo","P_detrend","Summer",0.0127418060402494,0.878271892895752,294.288,7,0.0718893949746726,-0.142857142857143,22.3795675563585,0.0790598550432402
"CA-TP1","P_detrend","Summer",0.200440769925693,0.700400752709671,283,7,0.179349029918418,0.107142857142857,58.6183674895342,0.491702536690559
"CA-TP3","P_detrend","Summer",0.0430538686689832,0.960860522244276,283,7,0.0230611871513311,-0.142857142857143,83.7086404917329,0.834699216129384
"CA-TP4","P_detrend","Summer",0.165432792787196,0.73442627181614,-2.27373675443232e-13,15,0.0956927157540532,0.167857142857143,91.7284363335849,0.477280231922235
"CA-WP1","P_detrend","Summer",0.111334636945551,0.827759672480116,193.963,6,0.115338330950114,0.314285714285714,35.4518532509849,0.479422661178894
"CH-Aws","P_detrend","Summer",0.243468295319851,0.304744768669132,505.676,5,0.580551384890965,0.7,36.3127487762712,0.197144567621174
"CH-Cha","P_detrend","Summer",0.362333776507902,0.428058951723708,445.028,13,0.240804587097761,0.164835164835165,143.043206118364,0.440327901261581
"CH-Dav","P_detrend","Summer",0.110747411054367,0.563742388265487,1.13686837721616e-13,22,0.130150726268267,0.057029926595144,74.669277675266,0.188652330933701
"CH-Fru","P_detrend","Summer",0.037356280856341,0.694696594465791,501.56,14,0.115295663936965,0.178021978021978,57.8266613968873,0.0929082156050957
"CH-Lae","P_detrend","Summer",0.359430474968713,0.346283181409497,285.321,15,0.261600752667928,0.264285714285714,98.9003862491253,0.367799236879776
"CH-Oe1","P_detrend","Summer",0.537992037585375,0.420489883128808,314.469,6,0.409175409512183,0.314285714285714,119.243525196739,0.599857559080227
"CZ-BK1","P_detrend","Summer",0.00371973643225199,0.988687472395303,-2.55795384873636e-13,16,0.00385760007840158,-0.00882352941176471,75.8412881446593,0.257707891251154
"CZ-Lnz","P_detrend","Summer",2.85963041597892,0.199133281355925,164.193,5,0.687986239415375,0.5,93.1937497937206,1.74156967263315
"CZ-RAJ","P_detrend","Summer",0.922455972003362,0.331124393628594,223.2065,8,0.396260913089562,0.333333333333333,111.010241252171,0.872562858341929
"CZ-Stn","P_detrend","Summer",0.382342745390633,0.198483645326921,1.65556457432103e-12,10,0.444132977664092,0.236363636363636,45.6600601293823,0.272699214390775
"CZ-wet","P_detrend","Summer",0.108167606134663,0.710429276097408,230.59,13,0.114137465742883,0.115384615384615,81.3991215617562,0.283873731782032
"DE-Gri","P_detrend","Summer",0.582524304111542,0.137083724381008,280.0065,16,0.388415230188832,0.258823529411765,146.123729188391,0.369353140902525
"DE-Hai","P_detrend","Summer",0.544294402189526,0.103607335124178,207.1,21,0.365144265773151,0.15974025974026,106.192989787012,0.31836064828528
"DE-HoH","P_detrend","Summer",0.628560556796385,0.177182505767227,139.411,5,0.712131412201386,0.6,42.9804480675889,0.357760213290518
"DE-Hte","P_detrend","Summer",-0.0860756169631205,0.471219529956162,141.431,7,-0.328988254114427,-0.428571428571428,42.5552125293748,0.110494429019366
"DE-Hzd","P_detrend","Summer",3.54953552939359,0.289958255673949,1.08002495835535e-12,8,0.428127425855417,0.261904761904762,145.94501444185,3.05883441017075
"DE-Lnf","P_detrend","Summer",-0.372950692868036,0.650354133238131,172.397,7,-0.210597305374783,0.0714285714285714,100.432622256716,0.774217101013523
"DE-Obe","P_detrend","Summer",0.143059710887893,0.739007198319188,2.21689333557151e-12,12,0.107702706710527,0.0979020979020979,117.425953515952,0.417596760974438
"DE-RuR","P_detrend","Summer",0.133327994604178,0.638798122170352,233.083,9,0.182276108921815,0.15,61.4113135239018,0.271835002817844
"DE-RuW","P_detrend","Summer",-0.097968821550572,0.847694312943359,247.683,8,-0.0815910835235729,-0.0952380952380952,80.6156117979168,0.488561401911153
"DE-Tha","P_detrend","Summer",0.25332358082627,0.301337692127479,250.513,23,0.225291136282655,0.231225296442688,89.0704118622621,0.239062124065931
"DK-Sor","P_detrend","Summer",0.162973905628283,0.419394218607807,250.969,24,0.172804080771026,0.229565217391304,89.1903134134733,0.198047636878123
"ES-Abr","P_detrend","Summer",-0.667098934439809,0.701351164111112,6.22,5,-0.236790024497227,-0.3,37.6065084236821,1.58028793014152
"ES-Agu","P_detrend","Summer",-1.48797043693245,0.702739320281367,5.133,9,-0.148626305482763,-0.116666666666667,52.354854336039,3.74195958943559
"ES-LJu","P_detrend","Summer",0.0150681567899479,0.953286796087145,11.827,14,0.0172648224138483,0.186813186813187,20.7166412289576,0.251908403990192
"ES-LM1","P_detrend","Summer",-1.039744580344,0.164313898032786,15.3,7,-0.58874564878127,-0.535714285714286,42.8547821275108,0.638405166088284
"ES-LM2","P_detrend","Summer",-0.880184183883164,0.166396512975224,14.609,7,-0.586430086170794,-0.785714285714285,32.1676634064615,0.543697395393977
"FI-Hyy","P_detrend","Summer",0.0702537570790963,0.64900269586948,242.486,23,0.100256134145041,0.149209486166008,47.8723924474279,0.152144164467559
"FI-Let","P_detrend","Summer",1.48269370911808,0.0563389595967622,190.99,11,0.589441674928046,0.5,111.822172879267,0.677328081332797
"FI-Sod","P_detrend","Summer",-0.244636812532564,0.596567848360756,203.015,13,-0.162176181523926,-0.054945054945055,56.0307868212301,0.448797814001727
"FI-Var","P_detrend","Summer",-0.039979875220337,0.907763082100789,189.548,5,-0.0725062856492805,-0.2,33.0725532152849,0.317512304360191
"FR-Bil","P_detrend","Summer",0.147993910521983,0.886580637376818,146.9075,6,0.0757578394816715,0.0857142857142857,63.7431911235004,0.973949451218384
"FR-FBn","P_detrend","Summer",1.60705806122669,0.0462619128030724,56.009,11,0.610037934365798,0.272727272727273,80.3202277099238,0.695797247616019
"FR-Fon","P_detrend","Summer",-0.411792204737651,0.393911289823865,8.5265128291212e-14,14,-0.247341456935715,-0.23956043956044,63.418062404228,0.465674288478865
"FR-Hes","P_detrend","Summer",0.199679022921332,0.752134322125862,198.586,7,0.147607707989409,-0.142857142857143,85.9859046623189,0.598349440455622
"FR-Pue","P_detrend","Summer",0.460056788454251,0.420862952675954,105.8825,14,0.233925089980877,0.305494505494505,94.064696441147,0.551980876945486
"IL-Yat","P_detrend","Summer",23.310279396668,0.0735802117644555,0,19,0.419768343827358,0.525073704038598,22.0862950085228,12.2242659106159
"IT-Col","P_detrend","Summer",0.788557537893641,0.124091888596847,106.165,14,0.430808065954314,0.336263736263736,93.2364674208787,0.476846936692802
"IT-Cpz","P_detrend","Summer",0.741719469217517,0.496653231989409,7.14095449438901e-13,8,0.283234823972563,0.547619047619048,114.725763503804,1.02531880194123
"IT-Lav","P_detrend","Summer",-0.0190392232110795,0.94577306571726,293.204,17,-0.0178550964658685,0.0637254901960784,90.3851101985162,0.275278413377977
"IT-Lsn","P_detrend","Summer",0.0803799680025849,0.922248226983441,240.96,5,0.0611041453123398,0.3,67.0629339092331,0.758061157306726
"IT-MBo","P_detrend","Summer",-0.414582078562335,0.0399230045019194,287.514,17,-0.502254797907004,-0.492647058823529,53.7868518814424,0.184296098756664
"IT-Noe","P_detrend","Summer",1.17390382435436,0.212378091681655,30.6205,10,0.432094564198463,-0.103030303030303,60.3302022271135,0.866228726591931
"IT-Ren","P_detrend","Summer",-0.0888404488501773,0.720807575025906,-1.30739863379858e-12,19,-0.0877899317374319,-0.0649122807017544,85.505672528983,0.244490236205984
"IT-Ro1","P_detrend","Summer",-0.158088339477076,0.760606056725562,54.296,7,-0.142455734176776,-0.0357142857142857,131.202459638136,0.491227718578744
"IT-Ro2","P_detrend","Summer",-0.171836199120635,0.784941459983453,-4.35207425653061e-13,10,-0.0992854156495758,0.0181818181818182,159.122424238573,0.608881861429751
"IT-SR2","P_detrend","Summer",0.209602452485061,0.540807493362121,91.2065,8,0.255848365814937,0.0238095238095238,71.5446739165954,0.323323602905443
"IT-SRo","P_detrend","Summer",0.300691360751843,0.650092629476749,90.0035,12,0.146278320851612,0.335664335664336,160.034875049522,0.643049164711014
"IT-Tor","P_detrend","Summer",0.103142271731874,0.762205189237274,240.982,11,0.103416409742409,-0.136363636363636,67.5905945889843,0.330667181445568
"NL-Hor","P_detrend","Summer",-0.991434136427646,0.125970863280795,321.074,7,-0.634353688624181,-0.714285714285714,70.7305758759081,0.540319969236989
"NL-Loo","P_detrend","Summer",-0.112451784675437,0.396533573046162,237.016,21,-0.195173520860122,-0.225974025974026,47.4693055241485,0.129638878327743
"RU-Fy2","P_detrend","Summer",-0.223390837676566,0.883300141216342,284.624,5,-0.0917848912223413,-0.1,112.783506114565,1.39925360002057
"RU-Fyo","P_detrend","Summer",0.156691789342136,0.634700794444348,209.076,21,0.110105799335978,0.12987012987013,104.9732034432,0.324496950202514
"SE-Deg","P_detrend","Summer",-0.168925999642651,0.292941627731879,1.33582034322899e-12,20,-0.247414746130053,-0.341353383458647,39.1142054619432,0.15592579024452
"SE-Htm","P_detrend","Summer",0.456523583346447,0.66915271838831,231.8565,6,0.224327800893394,0.371428571428571,175.61230057012,0.991603592548286
"SE-Nor","P_detrend","Summer",1.36089946627139,0.111378546202644,160.48,7,0.653548668483001,0.571428571428571,65.468345928533,0.704843527088094
"SE-Ros","P_detrend","Summer",0.386552092815199,0.46405892820202,202.3795,6,0.374851265349785,0.257142857142857,37.3597887818274,0.478011768723543
"SE-Svb","P_detrend","Summer",0.437563939300341,0.250343808113662,189.8365,6,0.557542015809665,0.428571428571429,25.6045574196419,0.325754055026422
